token_custom_plus	2.0.x:102;8.x-1.x:20
commerce_better_product_variation_label	1.0.x:3
field_quick_cardinality	1.0.x:2
focal_point_focus	2.1.x:96;2.2.x:96;7.x-1.x:4;8.x-1.x:37
bootstrap_colors	2.0.x:16;8.x-1.x:2
unpublished_nodes_redirect	2.0.x:1062;2.x:7;7.x-1.x:44;8.x-1.x:27
twilio	7.x-1.x:189;8.x-1.x:11;8.x-3.x:190
matchmedia	8.x-1.x:48
hayya_zymphonies_theme	3.0.x:23
videojs_element	1.2.x:13
type_tray	1.1.x:15;1.2.x:61;1.3.x:4265
localgov_menu_link_group	1.2.x:380
decoupled_preview_iframe	1.0.x:284
nofollow_noindex	1.0.x:27;2.1.x:935
commerce_view_receipt	1.0.x:325;2.0.x:95
pwdgen	1.0.x:35
webform_sanitize_submissions	1.0.x:10
panther	1.0.x:5
custom_permissions	1.0.x:4
dumve	1.0.x:2
ckeditor5_premium_features	1.0.x:1;1.2.x:44;1.3.x:272;1.4.x:659;1.5.x:164;1.6.x:1541;1.7.x:1462;1.8.x:12481
performance_profiler	1.0.x:97
purge_coretags_exclude_bundle	1.0.x:17
rocketship_theme_starter	2.1.x:4;3.0.x:1;3.1.x:6
migrate_sourceid	1.0.x:4
link_icons	3.0.x:16;3.1.x:91;7.x-1.x:30;8.x-2.x:4
node_title_ps	8.x-2.x:9
licenses_vocabulary	2.0.x:1
ace_editor	2.0.x:3025;7.x-1.x:1176;8.x-1.x:924
commerce_add_to_cart_link	2.0.x:379;2.1.x:2273;2.x:6;8.x-1.x:47
base_field_override_ui	8.x-1.x:1956
enhanced_button_link	8.x-1.x:446
content_model_documentation	1.0.x:228
hcaptcha	7.x-1.x:329;8.x-1.x:2791
decoupled_preview	1.0.x:161
webform_registration_handler	1.0.x:62
ui_suite_uswds	3.0.x:11;4.0.x:2;4.1.x:33
dblog_retention_policy	1.0.x:13
ntc	1.0.x:4
copy_formatter	1.0.x:3
moderation_sidebar	8.x-1.x:11767
nodeaccess	2.0.x:3947;5.x-1.x:2;6.x-1.x:153;7.x-1.x:4716;8.x-1.x:859
lupus_taxonomy_import	8.x-1.x:228
onepage_zymphonies_theme	2.0.x:42;3.0.x:49;4.0.x:26;8.x-1.x:73
seeds_widgets	1.0.x:2;2.5.x:18
tablesorter_js	1.0.x:11
popup_entity	1.0.x:4
better_search	2.0.x:599;7.x-1.x:165;8.x-1.x:455
entity_render_context	1.0.x:458
owner_or_admin	7.x-1.x:7;8.x-1.x:78
public_preview	6.x-1.x:2;8.x-1.x:57
block_component_library	1.3.x:30
addanother	5.x-1.x:3;6.x-1.x:39;7.x-2.x:2386;8.x-1.x:1778
entitree	1.1.x:6;1.2.x:10
contextly	3.0.x:2;7.x-2.x:3
body_index	1.0.x:1
custom_markup_block	8.x-1.x:242
taxonomy_permissions	7.x-1.x:387;8.x-1.x:81
autogrid	1.1.x:3
ruhi	1.0.x:33;10.1.x:15;10.2.x:150;11.0.x:155
watchdog_mailer	2.0.x:38;3.0.x:240
amplitudejs	1.0.x:23
ntfy	1.0.x:3
entity_information	3.0.x:1
views_slideshow	5.0.x:18729;5.x-1.x:7;6.x-1.x:32;6.x-2.x:944;6.x-3.x:164;7.x-3.x:44506;8.x-4.x:7940
onetimelogin	1.0.x:55
simple_global_filter	2.0.x:1;2.1.x:40
classic_corporate_theme	2.0.x:27;8.x-1.x:5
roles_machine_name	1.0.x:9
block_classes	1.0.x:5965
format_bytes	2.0.x:1744;8.x-1.x:7
top_description	1.0.x:57
commerce_variation_cart_form	8.x-1.x:2902
unique_alias_checker	1.2.x:11;1.4.x:99;1.5.x:3
cloud_zymphonies_theme	4.0.x:17;5.0.x:2;8.x-1.x:2
telephone_validation	7.x-1.x:22;8.x-2.x:15026
clamav	2.0.x:1314;2.1.x:7735;6.x-1.x:1;7.x-1.x:1325;8.x-1.x:26
commerce_reports	7.x-3.x:48;7.x-4.x:1244;8.x-1.x:1217
views_timelinejs	4.0.x:237;4.1.x:95;4.2.x:952;7.x-1.x:127;7.x-3.x:204;8.x-3.x:95
vmi	3.0.x:59;4.0.x:38;5.0.x:56;8.x-1.x:32;8.x-2.x:429
entity_change_default_language_ui	1.0.x:15
tabby	1.0.x:8
addtocal_augment	1.0.x:20;1.1.x:38;1.2.x:3432
sharethis	3.0.x:626;3.1.x:1736;6.x-1.x:47;7.x-1.x:6;7.x-2.x:7268;8.x-2.x:816
ckeditor_section	1.0.x:87
media_library_thumbnail_override	1.0.x:11
swiffy_slider	1.1.x:4;1.2.x:4;1.3.x:33;1.4.x:66
meta_pixel	1.0.x:36
vsf	1.0.x:3
devel_krumo	1.0.x:2
media_entity_slideshow	8.x-1.x:112;8.x-2.x:4416
subgroup	1.0.x:101;2.0.x:5;2.1.x:79;3.0.x:36;3.1.x:220
turnstile_protect	1.0.x:146
custom_account_link	2.0.x:7
sendpulse_api	1.1.x:5;1.2.x:2
gin_gutenberg	1.1.x:862
dicom_visualization	1.1.x:6
tmgmt_microsoft	7.x-1.x:22;8.x-1.x:322
contextual_filter_range_validator	2.0.x:40;8.x-1.x:1
diba_core	2.0.x:6;7.x-1.x:10;8.x-1.x:4
node_role_variants	1.0.x:1
whiteboard	7.x-1.x:1
gtranslate	3.0.x:9386;6.x-1.x:38;7.x-1.x:1906;8.x-1.x:1449
twig_xdebug	8.x-1.x:2598
language_selection_page	3.0.x:117;7.x-2.x:26;8.x-2.x:55
varbase_ai	1.0.x:3;2.0.x:37
image_delta_formatter	7.x-1.x:1414;8.x-1.x:1898
instagram_feeds_listing	1.0.x:65
leaflet_choropleth	1.0.x:42
graphql_fragment_include	8.x-1.x:16
css_class_collector	1.0.x:1
sdc_devel	1.0.x:300
opigno_course	3.0.x:58;3.1.x:80;3.2.x:278;8.x-1.x:122
views_blogspot_archive	2.0.x:110;8.x-1.x:71
advban	8.x-1.x:5924
y_donate	1.0.x:2;2.0.x:16;2.1.x:37;3.0.x:32
jsonapi_query_builder	1.0.x:5;2.0.x:67
prismjs	1.1.x:144
browser_detect	2.0.x:129;8.x-1.x:8
lb_grid_cta	1.1.x:2;3.0.x:22;3.1.x:51;4.0.x:38
currencyapi	1.0.x:1;1.10.x:18
commerce_sku_field	1.0.x:2;2.0.x:17
rest_role_restrict	1.2.x:2
inline_details	1.0.x:1
glightbox_media_video	1.0.x:702
matterport_embed	1.0.x:11;2.0.x:11
cron_timing	1.0.x:4
yg_dentalcare	2.0.x:1;8.x-1.x:3
time_range	2.0.x:165;8.1.x:2;8.x-1.x:89;9.0.x:2612
entity_reference_facet_link	2.0.x:2434;2.x:1;8.x-1.x:265
better_permissions_page	1.0.x:1408
entity_reference_views	1.0.x:35;1.1.x:349
views_table_rowspan	2.0.x:8;3.0.x:216;7.x-1.x:238;8.x-1.x:4
autogrow_textarea	2.0.x:8
image_link_attributes	8.x-1.x:143
media_thumbnails_word	1.0.x:50
scanner_fixer_api	2.0.x:48
activetickets_client	1.0.x:4
md_wordscloud	1.0.x:2
cincopa	6.x-1.x:7;7.x-2.x:14;8.x-1.x:1
ds	5.0.x:336;6.x-1.x:34;6.x-2.x:66;7.x-1.x:980;7.x-2.x:32493;8.x-2.x:156;8.x-3.x:43265
cloudflare_purge	2.0.x:121;3.0.x:586;8.x-1.x:26
composite_reference	2.1.x:8;2.2.x:2;2.3.x:5;2.4.x:301;8.x-1.x:3
config_track	1.0.x:111
drutopia_storyline	8.x-1.x:8
datalayer	2.0.x:796;2.1.x:7115;7.x-1.x:414;8.x-1.x:340
pate	1.0.x:1;1.1.x:2;1.2.x:1018
tmgmt_auto_translate	1.0.x:37
welcome_mail	8.x-1.x:13
role_request	1.0.x:6
link_target	8.x-1.x:5403
redirect_page_by_role	2.0.x:2;3.0.x:8;3.1.x:13;3.2.x:202
iconset	2.0.x:28;3.0.x:11
pagedesigner_megadropdown	4.0.x:2;4.1.x:30
sector_events	3.0.x:7
role_classes	1.0.x:186
taxonomy_term_machine_name	1.0.x:2;2.0.x:27
entity_lifecycle	1.0.x:3
subprofiles	2.0.x:3;7.x-1.x:3;8.x-1.x:1
jquery_ui_effects	2.0.x:608;2.1.x:11053;8.x-1.x:1256
ultimenu	3.0.x:666;7.x-1.x:94;8.x-1.x:156;8.x-2.x:595
bootstrap5	1.0.x:65;1.1.x:621;2.0.x:687;3.0.x:7050;4.0.x:14968
webform_eager_purge	8.x-1.x:185
twig_nitro_bridge	8.x-3.x:4;8.x-4.x:16
netforum	4.0.x:1;7.x-1.x:8
layout_builder_dialog_control	2.1.x:6
handicraft_zymphonies_theme	1.0.x:4;3.0.x:3
tarte_au_citron_twitteruwt	1.0.x:3
emedialibrary	1.0.x:18
displayname	1.0.x:14
layout_builder_modal	2.0.x:6246;8.x-1.x:14111
ckeditor_bootstrap_table	8.x-1.x:853
rdf_skos	1.3.x:12;1.4.x:170
rigel	5.0.x:1;6.0.x:2;8.0.x:5
age_exposed_filter	8.x-1.x:159
bootstrap_multiselect	1.0.x:7;2.0.x:121
contact	1.0.x:100;6.x-2.x:5;7.x-2.x:64
uppy	3.0.x:15;8.x-2.x:2
nbsp	3.0.x:499;3.1.x:1456;8.x-1.x:51;8.x-2.x:760
users_metrics	1.0.x:88
views_table_cs_download_csv	1.0.x:15
plv	1.0.x:3
webpower	1.0.x:3
linkicon	2.0.x:700;7.x-1.x:562;8.x-1.x:434
facets_reset_button	1.0.x:507
drush_api_audit	1.1.x:1;1.2.x:11
moodle_sso	3.0.x:12;7.x-1.x:28;8.x-2.x:2
default_widget	2.0.x:5
date_range_availability	1.0.x:4
varbase_youtube_import	2.0.x:1
simple_multistep	2.0.x:160;2.1.x:534;8.x-1.x:138
config_actions_provider	8.x-1.x:34
star_zymphonies_theme	1.0.x:61;3.0.x:8
type_style	8.x-1.x:139
override_cache_control_headers	1.0.x:111
nagios	6.x-1.x:10;7.x-1.x:300;8.x-1.x:1103
media_title_length	1.0.x:12
choices	2.0.x:5;2.1.x:159;2.2.x:463
breadcrumbs_visibility	2.0.x:289;8.x-1.x:68
closest_zip_code	4.0.x:8
webform_evl	1.0.x:6
replicate	7.x-1.x:4578;8.x-1.x:10808
responsive_preview	2.0.x:6;2.1.x:893;2.2.x:1829;2.3.x:5766;2.x:1;7.x-1.x:223;8.x-1.x:885
jquery_once	1.0.x:618;1.1.x:5429
swiper_formatter	1.0.x:342;2.0.x:671;2.1.x:1181;3.0.x:23
preprocess	2.0.x:10;2.1.x:114;2.2.x:1099;8.x-1.x:4
db_cache_prefix	1.0.x:45;2.0.x:126
fb_likebox	6.x-2.x:6;7.x-1.x:171;7.x-2.x:3403;8.x-2.x:3607
form_mode_control	8.x-2.x:2274
role_paywall	2.0.x:20;2.1.x:245;8.x-1.x:17
io	2.0.x:66;8.x-1.x:49
applenews	7.x-1.x:5;8.x-1.x:33
ckeditor_advanced_tab	2.0.x:3;2.1.x:15;8.x-1.x:4
featureflags	2.0.x:95;7.x-1.x:6
big_pipe_override	8.x-1.x:35
sector_radix_starter	1.0.x:26
layout_builder_accordion	1.0.x:10
recurring_period	8.x-1.x:405
requirement	8.x-1.x:163
svg_icon	2.0.x:40;8.x-1.x:5
inline_svg	1.0.x:34
cached_computed_field	8.x-1.x:3
taxonomy_bootstrap_accordion	7.x-1.x:31;8.x-1.x:145
media_responsive_thumbnail	2.0.x:2964;8.x-1.x:2717
layoutbuilder_extras_live_update	1.0.x:35;2.0.x:18
opigno_statistics	3.0.x:59;3.1.x:62;3.2.x:275;8.x-1.x:119
guswds	5.3.x:2;5.4.x:149
blazy_video_embed_field	3.0.x:8;8.x-2.x:29
css_toggle_switch	1.0.x:20
video_filter	5.x-2.x:8;6.x-2.x:22;6.x-3.x:146;7.x-3.x:3232;8.x-1.x:554
analyze_ai_brand_voice	1.0.x:2;1.1.x:7;1.2.x:101
group_subscription	2.0.x:1;3.1.x:28
commerce_file	7.x-1.x:83;7.x-2.x:268;8.x-2.x:840
recaptcha_element	1.0.x:256;1.1.x:586
feed_block	2.0.x:95;3.0.x:307;6.x-1.x:4;7.x-1.x:5;8.x-1.x:7
ignition	1.0.x:156
node_menu_placer	2.0.x:53
sitemap_status	1.0.x:34
sessionize_embed_block	1.0.x:6
taxonomy_term_overview_node_count	1.0.x:2
wordfilter	3.0.x:72;6.x-1.x:24;7.x-1.x:35;8.x-2.x:423
required_field_display	7.x-1.x:17;8.x-1.x:313
machine_name_field_widget	1.0.x:167
agg_jscss_asyncdefer	1.0.x:138
token_formatters	1.0.x:28;7.x-1.x:294
site24x7	1.0.x:6
geolocation_tian	3.0.x:4;4.0.x:1
finders	1.0.x:2
commerce_shipping_linear_weight	1.0.x:38
webform_browserinfo	1.0.x:10
commerce_kbcpaypage	1.0.x:1;7.x-1.x:3
emptyparagraphkiller	2.0.x:340;2.1.x:2207;6.x-1.x:22;7.x-1.x:823;8.x-1.x:48
image_styles_drush	1.0.x:63
moon_zymphonies_theme	1.0.x:10;3.0.x:13
remote_video	1.0.x:9
message_filter	2.0.x:4
simple_styleguide	2.0.x:948;8.x-1.x:32
admin_toolbar_content_languages	8.x-1.x:51
pf_notifications	1.0.x:20
url_text	1.1.x:8
syntax_highlighting_field_formatter	2.0.x:1;8.x-1.x:3
rate_limits	2.0.x:272;8.x-1.x:3
conditional_message	2.0.x:91;7.x-1.x:7;8.x-1.x:8
map_object_field	2.0.x:2;2.1.x:29;8.x-1.x:6
sula_calculator	2.0.x:4
syncabinet	8.x-1.x:1
firebase_php	7.0.x:34;8.0.x:17
redirect_regex	1.0.x:33
qatar_zymphonies_theme	2.0.x:29;3.0.x:30;4.0.x:19;8.x-1.x:27
amazon_paapi	1.1.x:21
book_pdfs	1.0.x:13
migrate_source_vkcsv	1.0.x:3
fences_block	2.0.x:41;8.x-1.x:1
alt_login	2.0.x:21;6.x-1.x:16;7.x-1.x:46;8.x-1.x:1
jsonapi_preview_tab	1.0.x:12
commerce_findock	2.0.x:6
toolbar_visibility	3.0.x:52;7.x-1.x:27;8.x-1.x:133;8.x-2.x:303
search_api_autocomplete	7.x-1.x:1171;8.x-1.x:38414
ept_text	1.4.x:277
search_api_coveo	1.0.x:29
media_entity_flourish	1.0.x:27
debug_bar	2.0.x:2;3.0.x:8;7.x-1.x:3;8.x-1.x:2
imce_download_tracker	1.0.x:7
localgov_events	3.2.x:345
varnish_file_purge	1.1.x:117
link_allowed_hosts	1.0.x:109
react_comments	2.0.x:24;8.x-1.x:31
schema_educational_occupational_credential	1.0.x:7
gareview	7.x-1.x:66;8.x-1.x:71
lcl	1.0.x:14
social_auth	3.0.x:248;3.1.x:1129;4.0.x:35;4.1.x:3084;4.2.x:256;8.x-1.x:50;8.x-2.x:416
llms_txt	1.0.x:2672
customerror	5.x-1.x:4;6.x-1.x:113;7.x-1.x:1075;8.x-1.x:551
views_delimited_list	2.0.x:177;7.x-1.x:209
expandable_formatter	8.x-1.x:64
template_breadcrumb	2.1.x:21;2.2.x:30;8.x-1.x:1
entityqueue	7.x-1.x:1033;8.x-1.x:24771
video_embed_tiktok	1.0.x:122;3.0.x:18
roles_nested	2.1.x:2;8.0.x:1;8.x-1.x:4
gnu_terry_pratchett	7.x-1.x:16;9.2.x:18
redirect_after_registration	1.0.x:2;1.1.x:26;1.2.x:4;1.3.x:140;1.4.x:319
bee	11.0.x:14;11.1.x:32;8.x-1.x:100;8.x-3.x:53
commerce_shipping_tracking	1.0.x:36
entity_browser_block_layout	1.0.x:19;1.1.x:25
opensearchtab	8.x-1.x:14
do_username	2.0.x:5
bibliocommons	1.0.x:1
ajax_loader	2.0.x:187;2.1.x:5568;2.x:5;7.x-1.x:105;8.x-1.x:540
heading	2.0.x:2418;8.x-1.x:741
popup_message	2.0.x:243;3.0.x:1300;6.x-1.x:30;7.x-1.x:1521;8.x-1.x:181
config_terms	2.0.x:4;8.x-1.x:400
graphql_responsive_image	8.x-1.x:72
crispchat	2.0.x:6
field_visibility_manager	1.0.x:3
highcharts_intg	1.0.x:1
text_to_number	1.0.x:6
rocketship_core	5.0.x:11;5.1.x:19;5.2.x:2;5.3.x:4;6.0.x:16;6.1.x:10;6.2.x:58;8.x-1.x:14;8.x-3.x:2
toolbar_manager	2.0.x:60;8.x-1.x:3
dvf	2.0.x:5;3.0.x:44;8.x-1.x:3
declarative_form_ajax	1.0.x:22
search_api_autocomplete_improved	1.0.x:14
canvas_api	2.0.x:6;7.x-2.x:2
wellknown	1.0.x:383
juicerio	2.0.x:224;2.x:4;7.x-1.x:36;8.x-1.x:217
facets_range_dropdowns	2.0.x:88;8.x-1.x:20
groupmenu	3.0.x:53;7.x-1.x:7;8.x-1.x:60
video_embed_kaltura	2.0.x:34;8.x-1.x:4
data_pipelines	1.0.x:4;2.2.x:19
entity_popin	8.x-1.x:8
aiprompt	1.0.x:4
openid_connect_harid	3.1.x:427
onesignal	3.0.x:122;7.x-1.x:4;8.x-1.x:28;8.x-2.x:9
advanced_shortcodes	2.0.x:47;8.x-1.x:6
ckeditor5_spoiler	1.0.x:9;1.1.x:43
entity_media_embed_code	1.0.x:6
plupload_widget	2.0.x:245;2.1.x:715;8.x-1.x:146
flag_conditional_confirm	2.1.x:16
form_alterer	1.1.x:4
webform_popup_cookie_aware	1.0.x:1
feedstextareafetcher	1.0.x:10
ckeditor5_paste_filter	1.0.x:718;1.1.x:12552
imagezoom	7.x-1.x:64;7.x-2.x:440;8.x-2.x:119
lunr	8.x-1.x:59
views_plain	8.x-1.x:33
address_md	1.0.x:32
mercury_editor_content_lock	1.0.x:24
fitvids	2.0.x:323;2.1.x:3222;6.x-1.x:1;7.x-1.x:3858;8.x-1.x:454
ckeditor_exclude_tags	1.0.x:208
public_consultations	1.0.x:1
block_title_class	1.0.x:11
responsive_tables_filter	2.0.x:1942;2.1.x:3148;2.x:1;7.x-1.x:799;8.x-1.x:2411
views_cm_current_state	2.0.x:200;2.1.x:1086;2.x:1
forgot_password_block	7.x-1.x:17;8.x-1.x:14;8.x-2.x:86
module_blacklist	8.x-1.x:31
message_notification	1.0.x:12
jsonapi_hypermedia	8.x-1.x:1683
ckeditor5_open_new_tab	1.0.x:741
redirect_bulk	1.0.x:565
bulk_edit_terms	2.2.x:228;8.x-1.x:93
lingotek	11.0.x:65;3.7.x:1;3.9.x:6;4.0.x:2;4.1.x:62;7.x-7.x:20;8.x-2.x:9
python_env	1.0.x:15
schemata	8.x-1.x:9871
contextual_menu_block	1.1.x:1;1.2.x:39;1.3.x:103
better_unpublished_terms	1.0.x:3
block_style_plugins	8.x-1.x:611;8.x-2.x:1
xmlrpc	8.x-1.x:562
update_config_entity	1.0.x:275
webform_counter	2.0.x:83;8.x-1.x:11
a11y_autocomplete_element	1.0.x:21
registration_limit	1.0.x:7
user_field_anonymize	1.0.x:5
ai_content_advisor	1.0.x:11
extrafield_views_integration	2.0.x:9;2.1.x:115;2.2.x:211;7.x-1.x:107;8.x-1.x:30
download_all_files	2.0.x:184;8.x-1.x:11
webform_jsonschema	2.0.x:82
adequate_passwords	1.0.x:25
webform_resend_submissions	1.0.x:309
widget	8.x-1.x:47
ckeditor5_bold_italic	1.0.x:25
commerce_affirm	2.0.x:14;2.6.x:20;7.x-1.x:2
lb_direct_add	2.0.x:1604;8.x-1.x:65
twig_link_attributes	8.x-1.x:10;8.x-2.x:79
domain_fields_visualization	1.0.x:17
term_entity_condition	1.0.x:14
zoom_on_hover	1.1.x:7
workflow_eca	1.0.x:3
views_adjustable_table	2.0.x:10;3.0.x:2;7.x-1.x:29;8.x-1.x:1
path_corrector	8.x-1.x:1
easy_email	2.0.x:2;2.1.x:116;3.0.x:8697;8.x-1.x:122
field_formatter	3.0.x:4473;8.x-1.x:236;8.x-2.x:2
commerce_addtocart_ajax	2.0.x:5;8.x-1.x:32
xymatic	1.0.x:24
manage_comment_own_content	1.0.x:9
media_migration	8.x-1.x:932
corporate_lite	8.x-1.x:601
views_fields_combine	10.0.x:69;7.x-1.x:187
lightbox	1.0.x:1;1.2.x:16
field_group_bootstrap	3.0.x:387;8.x-1.x:17;8.x-2.x:14
mm_mobile_phone	8.x-1.x:25
imagemagick	4.0.x:21710;4.1.x:731;5.0.x:3310;7.x-1.x:5145;8.x-1.x:31;8.x-2.x:314;8.x-3.x:5498
searchstax	1.10.x:1821;1.11.x:2978;1.3.x:1;1.6.x:97;1.7.x:86;1.8.x:393;1.9.x:1234;1.x:1;7.x-1.x:13
entity_browser_vertical	1.1.x:780
content_as_config	1.0.x:369
advanced_pwa	8.x-1.x:72
pdf_to_imagefield	1.0.x:71;6.x-1.x:5;6.x-2.x:6;7.x-2.x:3;7.x-3.x:721
file_upload_size_limit	1.0.x:65
augmentor_google_cloud_vision	1.0.x:5
tzfield	7.x-1.x:157;8.x-1.x:2321
draggable_captcha	2.1.x:37;2.2.x:123;6.x-1.x:1;7.x-1.x:670
easy_google_analytics_counter	2.0.x:32;2.x:2;3.0.x:21;8.x-1.x:1
druxt	1.0.x:1;1.1.x:2;1.2.x:31
h5p_math_input	1.0.x:3;1.1.x:4;1.2.x:11
folder_tree	1.1.x:4
themespace	1.0.x:4;2.0.x:1;3.0.x:3
svg_formatter	2.0.x:4846;8.x-1.x:757
field_css	2.0.x:1088;7.x-1.x:72
config_views	2.0.x:20;2.1.x:973;8.x-1.x:4
google_mybusiness_api	8.x-1.x:15
leaflet_dynamic_table	1.0.x:14
minifyjs	3.0.x:2653;7.x-1.x:340;8.x-1.x:58;8.x-2.x:224
frontpage_per_lang	1.0.x:166
hashids	2.0.x:23;7.x-1.x:7;8.x-1.x:14
opigno_dashboard	3.0.x:61;3.1.x:59;3.2.x:243;8.x-1.x:116
fast_404_generator	1.0.x:110
custom_css_class_to_body	1.0.x:51
views_timeline	1.0.x:33
fivestar_smiley	7.x-1.x:25;8.x-1.x:12
form_save_state	2.0.x:5;7.x-1.x:26;8.x-1.x:3
ai_seo_link_advisor	1.1.x:3
simple_mail	2.0.x:345;7.x-1.x:553;8.x-1.x:40
schemadotorg_experimental	1.0.x:23
single_image_formatter	2.0.x:312;8.x-1.x:339
address_phonenumber	10.0.x:125;8.x-1.x:6;9.0.x:10
editor_mailto_link	1.0.x:100
user_bundle	7.x-1.x:1;8.x-1.x:61
credential_mask	1.0.x:14
tweet_feed	4.0.x:9;7.x-1.x:55;7.x-3.x:123
vmbr	1.0.x:7
opigno_class	3.0.x:84;3.1.x:56;3.2.x:280;8.x-1.x:122
captcha_pack	5.x-1.x:10;6.x-1.x:170;7.x-1.x:1098;8.x-1.x:109
rift	1.4.x:32;2.x:7
webform_allowed_charactersets	1.0.x:8
entity_resave	1.0.x:12
queue_stats	2.0.x:12
jsonapi_page_limit	8.x-1.x:212
webform_bootstrap	1.0.x:122
email_formatter	2.0.x:103;8.x-1.x:4
content_reminders	1.0.x:8;2.0.x:11
noahs_builder_theme	1.0.x:6;1.1.x:6
commerce_prorater_stepped_proportional	2.0.x:4
feature_toggle	2.0.x:290;3.0.x:1717;7.x-1.x:1
migrate_cs	2.0.x:15;8.x-1.x:65
schema_diff	1.0.x:17
crypto_widget	1.0.x:4
attachinbody	8.x-1.x:2
city_weather_field	8.x-1.x:5
highlight	2.0.x:83;5.x-1.x:4;7.x-1.x:86;8.x-1.x:27
flickr_integration_suite	1.0.x:76
update_manager_project_security_status	1.0.x:3;1.1.x:19
toastify	8.x-1.x:1129
govcms_akamai_purge	2.1.x:1;2.2.x:49
search_api_content_type	1.0.x:16
ckeditor5_shortcut_override	1.0.x:8
pf_twilio	1.1.x:1
social_auth_vipps	3.0.x:9
apigee_edge	2.0.x:119;2.1.x:32;3.0.x:504;4.0.x:144;8.x-1.x:50
event_s	2.0.x:5;2.1.x:2
content_draggable	1.0.x:12
magnific_popup	2.0.x:1677;7.x-1.x:818;8.x-1.x:1154
filter_empty_tags	1.0.x:17;2.0.x:94;2.1.x:863
gdpr_compliance	8.x-1.x:778
ai_provider_groq	1.0.x:5;1.1.x:11;1.2.x:137
content_snippets	2.0.x:36;2.1.x:114
admin_local_tasks	1.1.x:44
modal_menu_block	1.0.x:9
holy	2.0.x:104;3.0.x:67;4.0.x:30;8.x-1.x:14
imce_dfp	1.0.x:18
commerce_cart_reminder	1.0.x:14
toolshed	2.0.x:67
dsfr_menu	2.1.x:3
api_browser	1.0.x:1
carbon_impact_evaluator	1.2.x:1
workspaces_access	1.1.x:10
gin_login	2.0.x:1463;2.1.x:25132;8.x-1.x:1229
ape	7.x-1.x:58;8.x-1.x:2288
tacjs	7.0.x:419;8.x-2.x:2;8.x-3.x:12;8.x-5.x:28;8.x-6.x:1308
bef_date_filters	1.0.x:233
animatecss_block	1.0.x:27
calendly	1.0.x:27
contact_indexing	2.0.x:1
lb_promo	1.1.x:2;1.2.x:21;1.3.x:51;2.0.x:38
scripturefilter	2.0.x:39;7.x-1.x:14
field_validation	3.0.x:3589;7.x-1.x:10;7.x-2.x:6733;8.x-1.x:4142
media_alias_display	1.0.x:96;1.10.x:183;2.0.x:150;2.1.x:3267
opigno_calendar	3.0.x:59;3.1.x:60;3.2.x:273;8.x-1.x:121
conditions_helper	1.0.x:262
webform_rut	2.0.x:19;7.x-1.x:30;8.x-1.x:2
diba_starterkit	2.0.x:11;8.x-1.x:2
graphql_link	1.0.x:11
rest_block_layout	2.0.x:15;3.0.x:8;8.x-1.x:5
domain_access_webform	1.0.x:53
active_menu_item_by_path	1.0.x:2;1.3.x:50
per_domain_fields	1.0.x:5
commerce_klarna_checkout_external_payment	1.0.x:2
onomasticon	2.0.x:7;2.1.x:4;2.2.x:282;2.x:3;8.x-1.x:9
displayrole	8.x-1.x:98
instagram_nodes	1.0.x:5;2.0.x:13
tmgmt_workspaces	1.0.x:3
metadata_hex	1.0.x:1
pricespider	8.x-1.x:4
media_library_edit	3.0.x:25347;8.x-1.x:200;8.x-2.x:340
payment	7.x-1.x:1076;8.x-2.x:537
simpleautologout	2.0.x:98;8.x-1.x:16
login_dialog_hotkey	1.0.x:14
ai_provider_apertus	1.0.x:2
universal_entity_api	1.0.x:2
localgov_geo	2.1.x:378
view_profiles_perms	2.0.x:51;2.1.x:281;7.x-1.x:142;8.x-1.x:7
read_time	2.0.x:196;7.x-1.x:40;8.x-1.x:10
oembed_thumbnail_chooser	1.0.x:99
symfony_mailer_lite_microsoft	1.0.x:67
webform_paystack_field	1.0.x:2
floating_sticky_notes	1.0.x:1
twig_tweak	3.0.x:228;3.1.x:2691;3.2.x:9704;3.3.x:8559;3.4.x:145063;3.x:50;4.0.x:237;8.x-1.x:1141;8.x-2.x:11787
node_xml_sitemap	1.0.x:45
geolocation_street_view	4.0.x:19;8.x-1.x:4;8.x-3.x:1
default_content_extra	8.x-1.x:80
assignments	4.1.x:5
commerce_cart_links	1.0.x:8;1.1.x:125;1.2.x:9
multiple_dates	1.1.x:9;2.1.x:3;3.0.x:9
rocketship_theme_generator	4.0.x:17
bigmenu	2.0.x:540;2.1.x:5733;6.x-1.x:6;7.x-1.x:910;8.x-1.x:15
lms_certificate	1.0.x:38
configurable_anonymizer_oidc	1.0.x:21
netlify	8.x-1.x:21
regex_text_replacement	1.0.x:206
imce_search_2	1.0.x:141
toc_ng	1.0.x:5
multiaccess	3.0.x:45
rsg	1.0.x:40
smtp_multiple	2.0.x:37;8.x-1.x:7
ief_table_view	2.0.x:35;8.x-1.x:29
domain_access_favicon	1.0.x:26
autoclick	8.x-1.x:2
markup	2.0.x:7943;2.x:2;6.x-1.x:16;7.x-1.x:3175;8.x-1.x:935
ckeditor5_inline_styles	1.0.x:53
conditional_styles	6.x-1.x:79;7.x-2.x:2134;8.x-1.x:24
gsearch	1.0.x:5;1.1.x:22;1.2.x:355
phaxio	1.2.x:1
feeds_ex	7.x-1.x:1968;7.x-2.x:3;8.x-1.x:16505
captcha_keypad	7.x-1.x:106;8.x-1.x:217
