bef_date_filters	1.0.x:233
bef_daterange_picker	1.0.x:4
bef_html5_date	1.0.x:13;1.1.x:31
behat_javascript	1.1.x:447
behat_ui	5.0.x:59
belgrade	2.0.x:257;2.1.x:146;2.2.x:255;2.x:3;3.0.x:392;8.x-1.x:95
bem	8.x-3.x:192
bert	2.0.x:57
best_selling_products	8.x-2.x:10;8.x-3.x:73
better_exposed_filters	6.0.x:51901;6.x-1.x:79;6.x-2.x:61;6.x-3.x:72;7.0.x:21639;7.1.x:67722;7.x-1.x:2;7.x-3.x:27318;8.x-3.x:3498;8.x-4.x:1848;8.x-5.x:11474
better_formats	6.x-1.x:1216;6.x-2.x:24;7.x-1.x:9649;7.x-2.x:334;8.x-1.x:2246
better_links	2.1.x:9;8.x-1.x:9
better_messages	2.0.x:1800;6.x-1.x:56;7.x-1.x:453;8.x-1.x:26
better_normalizers	2.0.x:2887;8.x-1.x:871
better_page_not_found	2.0.x:5;3.0.x:26
better_parent	10.0.x:149;11.0.x:124;9.4.x:19
better_passwords	2.0.x:1;2.1.x:21;2.2.x:3985;8.x-1.x:3
better_permissions_page	1.0.x:1408
better_social_share	1.1.x:182
better_social_sharing_buttons	4.0.x:1333;4.1.x:4912;4.x:1;5.0.x:310;8.x-1.x:35;8.x-2.x:24;8.x-3.x:468
better_status_messages	2.0.x:45;8.x-1.x:7
better_taxonomy	1.0.x:25
better_unpublished_terms	1.0.x:3
better_user_accounts	1.0.x:8
betterlogin	2.0.x:754;7.x-1.x:2251;8.x-1.x:499
betternone	8.x-1.x:3
bfap_sb	1.0.x:4
bg_image_formatter	7.x-1.x:1265;7.x-2.x:997;8.x-1.x:16055
bg_img_field	8.x-1.x:307;8.x-2.x:397
bibcite	2.0.x:78;3.0.x:347;3.1.x:757;8.x-1.x:45
bibcite_authors	1.0.x:16
bibcite_import_oai	1.1.x:7
bibcite_import_orcid	2.0.x:19;8.x-1.x:2
bibcite_pubmed	2.0.x:97
bible	3.0.x:3;3.3.x:10;6.x-1.x:4;7.x-1.x:34;7.x-2.x:3
bibleref	2.1.x:11;8.x-1.x:5
bibliocommons	1.0.x:1
big_datatable	1.0.x:10
big_pipe_paragraphs	1.0.x:83
bigin_crm	1.0.x:4
bigint	2.0.x:711;7.x-1.x:193;8.x-1.x:77
bigmenu	2.0.x:540;2.1.x:5733;6.x-1.x:6;7.x-1.x:910;8.x-1.x:15
bigquery_integration	1.0.x:8
bing_indexing_api	1.0.x:4
birthday_block	1.0.x:3
birthday_wish_mail	2.0.x:19;8.x-1.x:2
bitaps	1.0.x:4
black_hole	6.x-1.x:1;7.x-1.x:4;7.x-3.x:7;7.x-4.x:54;8.x-1.x:126
blizz_table_field	2.0.x:55;8.x-1.x:9
block_access	6.x-2.x:11;7.x-1.x:1686;8.x-1.x:1319
block_ajax	3.0.x:220;8.x-2.x:9
block_animate	1.0.x:42;2.1.x:69
block_aria_landmark_roles	2.0.x:95;3.0.x:3432;7.x-1.x:32;7.x-2.x:85;8.x-1.x:120
block_attributes	2.0.x:545;7.x-1.x:2321;8.x-1.x:29
block_backup_restore	2.2.x:6;8.x-1.x:4
block_breakpoint	1.0.x:42
block_button_modal	1.0.x:1;1.1.x:4
block_class	2.0.x:7206;3.0.x:9292;4.0.x:28272;6.x-1.x:173;7.x-1.x:548;7.x-2.x:32635;8.x-1.x:13239
block_classes	1.0.x:5965
block_component_library	1.3.x:30
block_condition_published	1.0.x:131
block_content_suggestions	1.0.x:110;1.1.x:174;2.0.x:45
block_content_template	8.x-1.x:2084
block_content_type_visibility	1.0.x:17
block_description_modifier	1.1.x:9
block_entity_form	2.0.x:1;8.x-1.x:3
block_exclude_pages	2.0.x:944;2.1.x:1844;2.2.x:4624;7.x-1.x:46;8.x-1.x:237
block_extras	2.0.x:1
block_field	8.x-1.x:43941
block_form_alter	2.0.x:273;2.1.x:2239;8.x-1.x:171
block_id	2.0.x:638;8.x-1.x:80
block_in_page_403	1.0.x:3;2.0.x:47
block_in_page_not_found	8.x-4.x:1197
block_inactive_users	8.x-1.x:3;8.x-2.x:1858
block_library	1.0.x:468
block_list_override	1.0.x:3170
block_permissions	8.x-1.x:5713
block_place	8.x-1.x:360
block_plugin_view_builder	1.0.x:141
block_region_permissions	8.x-1.x:9584
block_renderer	8.x-1.x:65
block_style_plugins	8.x-1.x:611;8.x-2.x:1
block_styles	2.0.x:1314;8.x-1.x:223
block_title_class	1.0.x:11
block_title_html_element	1.0.x:19
block_title_link	1.1.x:823
block_token	7.x-1.x:300;8.x-1.x:476
block_usage_report	1.0.x:133
block_visibility_column	1.0.x:69
block_visibility_conditions	2.0.x:6;2.1.x:319;2.2.x:1773;8.x-1.x:121
block_visibility_days	1.1.x:1
block_visibility_groups	2.0.x:13925;2.1.x:3;8.x-1.x:4852
blockgroup	2.0.x:5196;2.x:1;7.x-1.x:53;7.x-2.x:981;8.x-1.x:1276
blog	3.0.x:239;3.1.x:10961;8.x-2.x:363
blue_billywig	1.2.x:450
bluecheese	2.0.x:3;7.x-2.x:1
bmc	1.0.x:16
body_class	1.1.x:31;7.x-1.x:38
body_inject	1.1.x:23
body_node_id_class	2.0.x:4147;8.x-1.x:941
body_roles_classes	8.x-1.x:321
bol	1.2.x:7
bones_theme	2.0.x:25;2.1.x:7;2.2.x:22;8.x-1.x:6
book	1.0.x:1497;2.0.x:5014;3.0.x:1030
book_blocks	8.x-1.x:297
book_library_api	1.0.x:2
book_link_weight	1.0.x:10;1.1.x:1;1.2.x:4;1.3.x:22
book_menu_sync	1.0.x:16
book_organizer	1.0.x:33
book_pdfs	1.0.x:13
book_visibility	1.1.x:10
bookable_calendar	2.1.x:3;2.2.x:347
booking_scheduler	1.0.x:2
boost	6.x-1.x:237;7.x-1.x:5191;8.x-1.x:32
bootbase	8.x-1.x:53
bootpress	11.0.x:60;7.x-1.x:117;8.x-1.x:2
bootstrap	5.0.x:4394;7.x-2.x:1034;7.x-3.x:32217;8.x-3.x:49942
bootstrap_barrio	5.0.x:66;5.1.x:3195;5.5.x:32494;5.x:42;7.x-3.x:641;8.x-4.x:2742
bootstrap_carousel_if	4.0.x:18;7.x-3.x:191;8.x-3.x:120
bootstrap_cloud	6.0.x:1;8.x-1.x:4
bootstrap_colors	2.0.x:16;8.x-1.x:2
bootstrap_components	1.0.x:9
bootstrap_datepicker	2.0.x:1247;8.x-1.x:111
bootstrap_datetime_picker	2.0.x:51;3.0.x:5;4.0.x:312;8.x-1.x:52
bootstrap_external_link_popup	2.0.x:10;2.1.x:7;2.2.x:129;2.x:3
bootstrap_flag_icons	1.0.x:29
bootstrap_forge	1.0.x:96
bootstrap_horizontal_tabs	2.0.x:359;3.0.x:45;3.1.x:212;8.x-1.x:106
bootstrap_italia	2.0.x:8;2.1.x:1;2.12.x:1807;2.17.x:411;2.2.x:4;2.6.x:35;2.7.x:74;2.8.x:71;2.x:1;8.x-0.x:157
bootstrap_layout_builder	1.1.x:1;1.3.x:110;2.0.x:1057;2.1.x:2164;2.2.x:11160;2.x:5
bootstrap_layout_classes	1.0.x:9;1.1.x:43
bootstrap_layouts	8.x-3.x:30;8.x-4.x:64;8.x-5.x:19708
bootstrap_multiselect	1.0.x:7;2.0.x:121
bootstrap_paragraphs	5.0.x:2216;8.x-1.x:18;8.x-2.x:3820
bootstrap_quicktabs	7.x-1.x:318;8.x-1.x:462
bootstrap_sass	5.0.x:1553;5.x:4;8.x-1.x:307;8.x-4.x:6
bootstrap_sass_starter_kit	1.1.x:8
bootstrap_select	1.0.x:36
bootstrap_simple_carousel	2.0.x:94;2.1.x:242;3.0.x:70;8.x-1.x:359
bootstrap_site_alert	3.0.x:1057;7.x-1.x:66;8.x-1.x:204;8.x-2.x:328
bootstrap_styles	1.0.x:1172;1.1.x:2193;1.2.x:11554;2.0.x:40
bootstrap_table	1.0.x:295
bootstrap_ui	1.0.x:39
bootstrap_ui_kit	1.0.x:152;2.0.x:14
bootstrap_utilities	2.0.x:36;3.0.x:1205;8.x-1.x:5
bootstrap3	1.0.x:6;2.0.x:24
bootstrap4	2.0.x:49;2.1.x:1252;3.0.x:2859;7.x-1.x:50;8.x-1.x:92
bootstrap4_modal	2.0.x:7;2.1.x:212;2.2.x:1161;8.x-1.x:15
bootstrap5	1.0.x:65;1.1.x:621;2.0.x:687;3.0.x:7050;4.0.x:14968
bootstrap5_admin	1.1.x:249
bot_blocker	1.0.x:114
bpmn_io	1.0.x:3;1.1.x:635;2.0.x:7421;3.0.x:5547
br_address_field	2.0.x:77;8.x-1.x:1
brandfolder	5.0.x:19;6.0.x:7;6.1.x:12
brapi	4.0.x:1;7.x-3.x:1
brazilian_ids	2.0.x:38;6.x-1.x:3;7.x-1.x:156;8.x-1.x:33
breadcrumb_extra_field	2.0.x:184;3.0.x:88;4.0.x:564;4.x:1;7.x-1.x:7;8.x-1.x:13
breadcrumb_field	2.0.x:9
breadcrumb_manager	7.x-1.x:127;8.x-1.x:695
breadcrumb_menu	8.x-1.x:227
breadcrumb_overrides	1.0.x:59
breadcrumbs_visibility	2.0.x:289;8.x-1.x:68
breakpoint_field	1.0.x:2
brevo	1.0.x:661
brevo_contact_sync	1.0.x:1
brevo_webform_handler	1.0.x:98
bricks	2.0.x:101;2.1.x:506;7.x-5.x:10;8.x-1.x:78
brightcove	3.1.x:34;3.2.x:237;3.3.x:483;6.x-2.x:3;7.x-3.x:4;7.x-5.x:1;7.x-6.x:32;8.x-1.x:14;8.x-2.x:6
bring_postal_code	8.x-1.x:4
broken_reference	1.0.x:53
browser_ai_ckeditor	1.0.x:8
browser_back_button	2.0.x:146;8.x-1.x:38
browser_development	2.0.x:3
browserclass	6.x-1.x:7;7.x-1.x:1407;8.x-1.x:329
browsersync	3.0.x:384;7.x-1.x:84;8.x-1.x:43;8.x-2.x:40
brreg_api	1.0.x:5
bs_base	2.0.x:4;8.x-1.x:130
bs_lib	2.0.x:13;8.x-1.x:135
bs_slider	1.0.x:58
bsky	1.0.x:7
bsky_post	1.0.x:2
bsn_field	2.0.x:1;8.x-1.x:2
bssb_link_modifier	1.0.x:1
bueditor	3.0.x:239;5.x-1.x:12;6.x-1.x:16;6.x-2.x:202;7.x-1.x:1864;8.x-1.x:67;8.x-2.x:67
bugherd	7.x-1.x:39;8.x-1.x:175
bugherdapi	2.0.x:4;2.1.x:7;2.2.x:99;8.x-1.x:1
build_scripts	2.0.x:2
builder_notes	2.1.x:9
bulk_copy_fields	8.x-1.x:148
bulk_csv_delete	1.1.x:11
bulk_edit_terms	2.2.x:228;8.x-1.x:93
bulk_import_export_interface_translation	1.0.x:5
bulk_term_delete	1.0.x:56
bulk_update_fields	8.x-1.x:23;8.x-2.x:2322
bulk_update_title_node	1.0.x:2
bulk_update_user_roles	1.0.x:4
bulkgate_sms	2.0.x:7;3.0.x:13;8.x-1.x:3
bundle_redirect	2.0.x:20
bundle_tabs	1.0.x:40
bunny	1.0.x:21
bunny_cdn	1.1.x:6;1.2.x:55;1.3.x:5
bunny_optimizer	1.1.x:23
bureau_works_tmgmt_connector	1.0.x:6
burndown	1.0.x:39
business_identity	1.0.x:4
business_listing_zymphonies_theme	2.0.x:10;4.0.x:13;8.x-1.x:2
business_responsive_theme	2.0.x:324;3.0.x:346;4.0.x:200;7.x-1.x:27;7.x-2.x:971;8.x-1.x:356
businessgroup_zymphonies_theme	2.0.x:115;3.0.x:35;4.0.x:35;8.x-1.x:156
buster	2.1.x:13;8.x-1.x:6
butils	3.0.x:2
button_formatter	8.x-1.x:385
button_link	2.0.x:1065;8.x-1.x:142
buttons_config	1.0.x:109
bynder	4.0.x:4;4.1.x:27;4.2.x:59;4.3.x:31;4.4.x:587;8.x-2.x:3
byte_theme	1.0.x:3314
c2pa_sign	1.4.x:4
c5bb	1.0.x:348
cache_alter	8.x-1.x:22;8.x-2.x:103
cache_debug	1.0.x:7;7.x-1.x:2
cache_flush_time	1.0.x:23
cache_metrics	2.0.x:2;2.2.x:38
cache_pilot	1.0.x:7
cache_register	1.0.x:10
cache_review	1.1.x:10
cache_table_rebuild	1.0.x:2
cache_tags_cdn_optimizer	1.0.x:30
cache_tools	8.x-1.x:49
cache_url_query_ignore	1.0.x:5
cached_computed_field	8.x-1.x:3
cached_moderation_state	1.0.x:3;1.1.x:2028
cacheexclude	2.0.x:657;2.1.x:1328;6.x-2.x:110;7.x-2.x:1325;8.x-1.x:224
cacheflush	2.0.x:796;7.x-1.x:47;7.x-2.x:56;7.x-3.x:245;8.x-1.x:345
cacheflusher	2.1.x:15;2.2.x:32;8.x-1.x:15
cacheviz	1.0.x:2
calculation_fields	1.0.x:181
calculator	1.2.x:17
calendar	5.x-1.x:2;5.x-2.x:8;6.x-2.x:1354;7.x-1.x:4;7.x-2.x:9;7.x-3.x:25346;8.x-1.x:11357;8.x-2.x:9
calendar_card_formatter	1.0.x:1
calendar_link	2.0.x:26;2.1.x:178;3.0.x:5168;8.x-1.x:4
calendar_plus	1.0.x:15
calendar_view	1.0.x:70;2.0.x:42;2.1.x:6360
calendly	1.0.x:27
call_now_button	1.0.x:94
camera_capture	1.0.x:1
campaign_monitor_rest_client	1.0.x:78
campaignmonitor	3.0.x:335;6.x-2.x:12;6.x-3.x:3;7.x-1.x:242;8.x-1.x:15;8.x-2.x:24
cancel_button	8.x-1.x:2352
canvas	1.0.x:178;1.1.x:181;1.2.x:318;1.3.x:1209;1.4.x:2960
canvas_api	2.0.x:6;7.x-2.x:2
canvas_block_twig_suggestions	1.0.x:452
canvas_bootstrap	1.0.x:89
canvas_extjs	1.0.x:28;1.1.x:84
canvas_full_html	1.0.x:711
canvas_jumbotron	1.0.x:1
canvas_lms	1.0.x:7
captcha	2.0.x:124674;2.x:57;5.x-2.x:4;5.x-3.x:66;6.x-1.x:32;6.x-2.x:3033;7.x-1.x:67500;8.x-1.x:43989
captcha_after	2.0.x:60;6.x-1.x:6;7.x-1.x:249
captchafox	1.0.x:8
captchetat	2.0.x:83
capture_dreams	1.0.x:36
car_zymphonies_theme	2.0.x:23;3.0.x:9;4.0.x:10;8.x-1.x:15
carbon_impact_evaluator	1.2.x:1
caresphere_theme	1.2.x:465
cas	2.0.x:97;2.1.x:128;2.2.x:248;2.3.x:12805;2.x:1;3.0.x:7584;3.x:3;6.x-1.x:2;6.x-2.x:3;6.x-3.x:10;7.x-1.x:4238;8.x-1.x:630
cas_attributes	2.0.x:2294;2.x:1;3.0.x:1480;6.x-3.x:2;7.x-1.x:1114;8.x-1.x:60
cas_server	2.0.x:20;2.1.x:228;8.x-1.x:28
cas_user_ban	1.0.x:17
case_sensitive_user_login	1.0.x:5
castorcito	1.0.x:3;1.1.x:10;1.2.x:24
cca_rights	8.x-1.x:27
cck_select_other	2.0.x:44;6.x-1.x:4;7.x-1.x:150;7.x-2.x:9;8.x-1.x:138
cdn	4.0.x:134;4.1.x:1833;5.0.x:781;6.x-1.x:1;6.x-2.x:61;7.x-2.x:840;8.x-3.x:389
cdnetworks_purge	8.x-1.x:1
centarro_search	1.0.x:4
cer	5.0.x:5088;5.x:2;7.x-1.x:6;7.x-2.x:281;7.x-3.x:1277;8.x-4.x:438
chaching	1.0.x:4
chadol	1.0.x:2
chahmirian	1.0.x:3;1.1.x:4
change_author_action	8.x-1.x:570
change_labels	1.3.x:21;1.4.x:53
change_pwd_page	2.0.x:2093;2.x:3;7.x-1.x:478;7.x-2.x:1;8.x-1.x:497
change_requests	2.1.x:9
changed_fields	7.x-1.x:1;7.x-2.x:1;7.x-3.x:11;8.x-2.x:1;8.x-3.x:316
changelog_preview	1.0.x:3
charactergen	1.1.x:1
charity_zymphonies_theme	2.0.x:52;3.0.x:10;4.0.x:23;8.x-1.x:33
chartjs_api	2.0.x:339;8.x-1.x:476
charts	5.0.x:2073;5.1.x:5206;5.2.x:4199;6.x-1.x:23;7.x-2.x:5733;8.x-3.x:1464;8.x-4.x:1
charts_ai_agents	1.0.x:1
charts_apexcharts	1.0.x:114
charts_echarts	1.0.x:29
charts_exposed_settings	1.0.x:8
charts_highcharts_caption	1.0.x:5
charts_highcharts_drilldown	1.0.x:6;1.1.x:352
charts_highcharts_grouped_categories	1.0.x:2
charts_highcharts_maps	1.0.x:215
charts_highstock	1.0.x:2
charts_kendo_ui	1.0.x:5
charts_plotly	1.0.x:8
charts_text_filter	1.0.x:5;2.0.x:9
charts_twig	1.0.x:98;2.0.x:14
chat_messenger	1.0.x:6
chatgpt_plugin	1.0.x:4;2.1.x:81
chatlio	1.0.x:2;1.1.x:3
checkall_widget	1.0.x:64
checkbox_radio_buttons_multi_columns	2.1.x:8
checklistapi	2.0.x:640;2.1.x:16214;3.0.x:1;7.x-1.x:4988;8.x-1.x:1322
child_entity	2.0.x:5
childfocus_notfound	1.0.x:247;2.0.x:1
choices	2.0.x:5;2.1.x:159;2.2.x:463
choices_autocomplete	1.1.x:14;1.3.x:260
chosen	3.0.x:7728;4.0.x:14956;5.0.x:9806;6.x-1.x:26;7.x-1.x:462;7.x-2.x:8632;8.x-2.x:1787
christmas_snow	11.0.x:492;2.0.x:14;6.x-1.x:1;7.x-1.x:7;8.x-1.x:8
chromeless	1.0.x:23
chunker	2.0.x:64;7.x-1.x:2
cincopa	6.x-1.x:7;7.x-2.x:14;8.x-1.x:1
cision	1.0.x:4
citation_select	1.0.x:26;2.0.x:80;2.1.x:494
city_weather_field	8.x-1.x:5
civic_accessibility_toolbar	1.0.x:435
civic_ai	1.0.x:4
civic_job_posting	1.0.x:75
civicccookiecontrol	4.4.x:5;4.5.x:32;4.6.x:258
civicrm_drush	4.0.x:177;5.0.x:1;8.x-1.x:22;8.x-2.x:4;8.x-3.x:127
civicrm_entity	4.0.x:1044;7.x-1.x:3;7.x-2.x:661;8.x-3.x:104
civicrm_entity_leaflet	2.0.x:67
civicrm_form_builder_blocks	1.0.x:36
civicrm_group_roles	1.0.x:2;1.2.x:16;1.3.x:215
civicrm_member_roles	8.x-1.x:326
civicrm_reroute_mail	1.0.x:13
civictheme	1.10.x:9;1.11.x:16;1.12.x:43;1.13.x:58;1.5.x:3;1.6.x:1;1.7.x:9;1.8.x:17;1.9.x:23
ck5_block_embed	1.0.x:173
ck5_column_layout	1.0.x:3
ck5_csv_to_table	1.0.x:1
ck5_webform	1.0.x:1
ckeditor_a11ychecker	2.0.x:176;3.0.x:256;8.x-1.x:49
ckeditor_abbreviation	2.0.x:194;3.0.x:57;4.0.x:604;5.0.x:1639;7.x-1.x:25;8.x-1.x:39
ckeditor_accordion	2.0.x:330;2.1.x:580;2.2.x:1640;2.3.x:11614;2.x:7;7.x-1.x:686;8.x-1.x:2382
ckeditor_ai_agent	1.0.x:175
ckeditor_bidi	3.1.x:756;4.0.x:616;5.0.x:44;5.1.x:249;5.2.x:537;8.x-2.x:136
ckeditor_bootstrap_tabs	2.0.x:146;2.1.x:54;2.2.x:130;2.3.x:1002;7.x-1.x:22;8.x-1.x:285
ckeditor_breaktag	1.0.x:9;2.0.x:77
ckeditor_bs_grid	2.0.x:2629;2.1.x:1385;2.2.x:1810;8.x-1.x:25
ckeditor_citation	1.0.x:18
ckeditor_codemirror	3.0.x:616;3.1.x:3975;7.x-1.x:349;8.x-1.x:10;8.x-2.x:1527
ckeditor_colorbox_inline	1.0.x:3;1.1.x:230;1.2.x:339
ckeditor_custom_headings	1.0.x:41
ckeditor_details	2.0.x:250;2.1.x:2489;2.x:2;8.x-1.x:2
ckeditor_div_manager	2.0.x:111;2.1.x:844;3.0.x:1902;8.x-1.x:90
ckeditor_emoji	1.0.x:52;2.0.x:868
ckeditor_font	2.0.x:3139;8.x-1.x:7723
ckeditor_glightbox_inline	1.0.x:17
ckeditor_heading_size	1.0.x:107
ckeditor_historylog	1.0.x:17
ckeditor_html_embed	1.0.x:687;2.0.x:2883
ckeditor_id_attributes	1.0.x:528
ckeditor_iframe	3.0.x:727;3.1.x:4510;8.x-2.x:1933
ckeditor_indentblock	8.x-1.x:8602
ckeditor_insert_blocks	1.0.x:135
ckeditor_layouts	1.0.x:10;1.1.x:50;2.0.x:8;2.1.x:553;2.x:3
ckeditor_link_styles	1.0.x:366;1.1.x:5965
ckeditor_lts	1.0.x:819;7.x-1.x:406
ckeditor_markdown	7.x-1.x:43;8.x-1.x:174
ckeditor_media_edit	1.0.x:22
ckeditor_media_embed	2.0.x:2025;2.x:1;8.x-1.x:2018
ckeditor_media_image_style	1.0.x:46
ckeditor_media_modal_edit	1.0.x:9
ckeditor_media_title	1.0.x:12
ckeditor_mentions	3.0.x:159;4.0.x:4;7.x-1.x:17;8.x-1.x:2;8.x-2.x:34
ckeditor_mentions_notifications	1.0.x:5
ckeditor_pattern_replace	1.1.x:1;1.2.x:4
ckeditor_plugin_report	1.0.x:341;2.0.x:1000
ckeditor_quote	2.0.x:48;3.0.x:1209;8.x-1.x:70
ckeditor_readmore	2.0.x:133;3.0.x:330;7.x-2.x:4;8.x-1.x:2
ckeditor_remove_div	2.0.x:11
ckeditor_remove_format	1.0.x:33
ckeditor_remove_format_links	1.0.x:30
ckeditor_responsive_plugin	2.0.x:120;2.1.x:465;7.x-1.x:66;8.x-1.x:36
ckeditor_responsive_table	1.0.x:1410
ckeditor_section	1.0.x:87
ckeditor_small_tag	1.0.x:496
ckeditor_span	1.0.x:35
ckeditor_standalone_styles	2.0.x:16;2.1.x:18;8.x-1.x:4
ckeditor_taxonomy_glossary	1.0.x:3
ckeditor_templates	8.x-1.x:3887;8.x-2.x:2252
ckeditor_text_transformation	2.0.x:16
ckeditor_tippy	1.0.x:169;2.0.x:214
ckeditor_tooltips	1.0.x:483
ckeditor_tweetthis	3.0.x:4;8.x-1.x:1
ckeditor_widget_menu	1.0.x:2;1.1.x:188
ckeditor_wiris	2.0.x:4;2.1.x:17;3.0.x:206;7.x-1.x:5;8.x-1.x:16
ckeditor4_codemirror	1.0.x:170
ckeditor5_aside	1.0.x:17
ckeditor5_audio_plugin	1.0.x:28
ckeditor5_bold_italic	1.0.x:25
ckeditor5_bookmark	1.0.x:531
ckeditor5_colgroup	1.0.x:39
ckeditor5_custom_paste	1.0.x:205
ckeditor5_dark_mode	1.0.x:39
ckeditor5_deepl	1.0.x:3
ckeditor5_dev	1.0.x:102;2.0.x:14
ckeditor5_entity_browser	1.0.x:2;2.0.x:85
ckeditor5_find_replace_filter	1.0.x:9
ckeditor5_findandreplace	1.1.x:567;2.1.x:24
ckeditor5_fullscreen	1.0.x:3858
ckeditor5_horizontal_line	1.1.x:30
ckeditor5_inline_quote	1.0.x:6;1.1.x:165
ckeditor5_label_fix	1.0.x:1
ckeditor5_line_height	1.0.x:8;1.1.x:63;1.2.x:1498
ckeditor5_link_popup	1.0.x:21
ckeditor5_lorem_ipsum	1.0.x:18
ckeditor5_markdown_editor	1.0.x:96
ckeditor5_mentions	1.1.x:1;2.0.x:67
ckeditor5_open_new_tab	1.0.x:741
ckeditor5_page_break	1.1.x:143
ckeditor5_paste_filter	1.0.x:718;1.1.x:12552
ckeditor5_plugin_pack	1.0.x:4;1.1.x:51;1.2.x:568;1.3.x:1238;1.4.x:5428;1.5.x:29170
ckeditor5_pre	1.0.x:19
ckeditor5_premium_features	1.0.x:1;1.2.x:44;1.3.x:272;1.4.x:659;1.5.x:164;1.6.x:1541;1.7.x:1462;1.8.x:12481
ckeditor5_select_all	1.1.x:194
ckeditor5_shortcut_override	1.0.x:8
ckeditor5_show_blocks	1.1.x:129
ckeditor5_spoiler	1.0.x:9;1.1.x:43
ckeditor5_sup_fix	1.0.x:8
ckeditor5_table_colors	1.0.x:17
ckeditor5_table_fix	1.0.x:42
ckeditor5_template	1.0.x:5435
ckeditor5_youtube	1.0.x:840
ckeditorheight	8.x-1.x:366
cl_devel	1.0.x:3;2.0.x:84
cl_editorial	2.0.x:124;3.0.x:1667
clamav	2.0.x:1314;2.1.x:7735;6.x-1.x:1;7.x-1.x:1325;8.x-1.x:26
claro_compact	8.x-1.x:26;8.x-2.x:194
claro_tiles	1.0.x:1
classes_extractor	1.0.x:24
classic_corporate_theme	2.0.x:27;8.x-1.x:5
classitup	8.x-1.x:26
classy	1.0.x:28561;2.0.x:16116
classy_paragraphs	2.0.x:3642;7.x-1.x:643;8.x-1.x:4244
clean_code	1.0.x:3
clean_files_entity	2.0.x:56;8.x-1.x:91
clean_maintenance	2.0.x:5;7.x-1.x:2
cleaner	3.0.x:10;6.x-1.x:14;7.x-1.x:242;8.x-1.x:188;8.x-2.x:39
cleantalk	7.x-1.x:1;7.x-3.x:16;7.x-4.x:66;7.x-5.x:200;7.x-6.x:308;8.x-2.x:11;8.x-3.x:34;8.x-4.x:39;9.1.x:145;9.2.x:54;9.3.x:85;9.4.x:96;9.5.x:154;9.6.x:507;9.7.x:5248
clearphpcaches	1.1.x:1
client_config_care	2.0.x:1
client_support	1.0.x:3
clientside_validation	3.0.x:873;4.0.x:1305;4.1.x:15340;6.x-1.x:33;7.x-1.x:3344;7.x-2.x:102;8.x-1.x:164;8.x-2.x:128
clinic_zymphonies_theme	2.0.x:21;3.0.x:5;4.0.x:14;8.x-1.x:8
clinicaltrials	1.0.x:1
clip	1.1.x:1
clipboardjs	2.0.x:1995;2.1.x:387;7.x-1.x:61;8.x-1.x:8
cloner	2.0.x:1;2.x:9;3.0.x:31
closest_zip_code	4.0.x:8
cloud_zymphonies_theme	4.0.x:17;5.0.x:2;8.x-1.x:2
cloudfilt	1.0.x:7
cloudflare	2.0.x:3361;6.x-1.x:15;7.x-1.x:324;7.x-2.x:43;8.x-1.x:208
cloudflare_image_style	2.1.x:13
cloudflare_purge	2.0.x:121;3.0.x:586;8.x-1.x:26
cloudflare_stream	3.0.x:602;3.x:1;8.x-2.x:14
cloudflare_worker_purge	1.0.x:2;2.0.x:89
cloudfront_cache_path_invalidate	3.0.x:58;3.1.x:12;3.2.x:91;4.0.x:30;4.1.x:183;8.x-2.x:10
cloudfront_invalidate_all	1.1.x:2;1.2.x:4
cloudfront_purger	2.0.x:80;2.1.x:748;2.2.x:92;8.x-1.x:17
cludo_search	2.0.x:65;8.x-1.x:18
cm_data_layer	3.0.x:2;3.1.x:8
cm_tools	8.x-2.x:27
cmlapi	8.x-1.x:28
cmlexchange	8.x-1.x:27
cmlmerchant	8.x-1.x:1
cmlmigrations	8.x-1.x:27
cmlstarter	8.x-1.x:39
cmp_sirdata	1.1.x:6
cmrf_core	2.0.x:13;2.1.x:156
cmrf_form_processor	2.0.x:9;2.1.x:9;2.2.x:59
cmrf_user_sync	1.0.x:15
cms_content_sync	2.0.x:1;2.1.x:1;2.2.x:1;3.0.x:36;3.1.x:24;3.2.x:572;8.x-1.x:15
coc_forms_auto_export	2.0.x:11;3.0.x:45;8.x-1.x:10
cocoen_beforeafter	8.x-1.x:175
codefilter	2.0.x:150;5.x-1.x:3;6.x-1.x:63;7.x-1.x:426;8.x-1.x:23
codemirror_editor	2.0.x:3084;8.x-1.x:881
codemirror_field	2.0.x:12;7.x-1.x:13
codepen	8.x-1.x:6
codit_batch_operations	1.0.x:77
coffee	2.0.x:20318;6.x-1.x:2;7.x-1.x:19;7.x-2.x:2878;8.x-1.x:11228
cognito	2.1.x:20;2.2.x:19
coi	3.0.x:25;4.0.x:1195;8.x-1.x:4
coinspaid	1.0.x:1
collabora_online	0.9.x:9
collapse_text	2.0.x:584;5.x-1.x:5;6.x-1.x:11;6.x-2.x:61;7.x-2.x:2032;8.x-1.x:109
collapsible_dnd	3.0.x:325;3.1.x:52;8.x-1.x:12;8.x-2.x:129
collapsiblock	3.0.x:213;4.0.x:61;4.1.x:168;4.2.x:18;4.3.x:361;4.4.x:3222;6.x-1.x:39;7.x-1.x:899;7.x-2.x:378;8.x-2.x:73
collection	3.0.x:2;3.1.x:1;6.x-2.x:2
colonel	2.1.x:10;2.2.x:28
